Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Segment
0,127,1,0,0.0,2,202.1,103,54.0,11.47,11.5,High Value/High Interaction Users
0,70,1,0,0.0,3,232.1,122,65.0,14.62,0.0,High Value/High Interaction Users
0,19,1,0,0.14,2,186.1,98,55.4,12.72,14.6,High Value/High Interaction Users
0,170,0,0,0.0,3,259.9,68,66.0,12.25,8.4,High Value/High Interaction Users
0,73,1,0,0.0,1,214.3,145,60.0,13.43,10.8,High Value/High Interaction Users
0,93,1,0,0.19,2,271.6,71,67.9,11.47,10.9,High Value/High Interaction Users
0,51,1,0,0.0,1,232.4,109,56.0,9.37,9.1,High Value/High Interaction Users
0,80,1,0,0.0,2,209.9,74,53.0,9.76,8.8,High Value/High Interaction Users
1,208,1,0,0.33,2,326.5,67,74.3,8.82,10.7,High Value/High Interaction Users
0,62,1,0,0.0,2,182.3,101,59.0,16.41,11.2,High Value/High Interaction Users
0,97,1,0,0.0,3,218.0,86,53.0,9.2,6.4,High Value/High Interaction Users
0,122,1,0,0.0,2,243.8,98,49.0,4.2,13.7,High Value/High Interaction Users
0,38,1,0,0.0,3,194.4,94,49.0,9.34,10.8,High Value/High Interaction Users
0,106,1,0,0.0,3,213.9,95,50.0,7.6,12.2,High Value/High Interaction Users
0,99,1,0,0.0,3,217.2,112,58.0,12.34,15.8,High Value/High Interaction Users
0,99,1,0,0.0,1,241.1,72,55.0,7.78,11.6,High Value/High Interaction Users
0,144,0,0,0.0,0,203.5,100,56.0,12.38,11.9,High Value/High Interaction Users
1,70,0,0,0.0,2,226.7,98,58.0,11.41,17.6,High Value/High Interaction Users
1,136,1,0,0.0,1,250.2,121,66.0,13.36,13.0,High Value/High Interaction Users
0,106,1,0,0.4,0,223.0,121,52.0,5.51,7.1,High Value/High Interaction Users
0,65,1,0,0.0,1,213.4,111,57.0,11.73,2.7,High Value/High Interaction Users
0,123,1,0,0.0,3,206.9,85,56.0,12.24,7.7,High Value/High Interaction Users
1,93,0,0,0.0,0,312.0,109,65.0,6.47,10.5,High Value/High Interaction Users
0,100,1,0,0.25,3,203.1,96,55.5,10.85,13.5,High Value/High Interaction Users
0,73,1,0,0.0,1,192.2,86,47.0,8.43,9.4,High Value/High Interaction Users
0,138,1,0,0.0,0,220.2,89,45.0,4.42,12.9,High Value/High Interaction Users
0,36,1,0,0.25,1,253.4,77,61.5,9.12,8.4,High Value/High Interaction Users
0,85,1,0,0.0,3,225.0,81,54.0,8.85,7.1,High Value/High Interaction Users
1,108,1,0,0.0,0,198.5,99,57.0,13.39,9.4,High Value/High Interaction Users
0,51,1,0,0.0,0,214.8,94,50.0,7.49,10.2,High Value/High Interaction Users
0,106,1,0,0.0,4,207.9,91,50.0,8.6,14.4,High Value/High Interaction Users
0,82,1,0,0.0,3,207.0,90,55.0,11.65,9.1,High Value/High Interaction Users
0,155,1,0,0.0,2,262.4,55,62.0,9.73,8.3,High Value/High Interaction Users
0,101,1,0,0.0,0,206.6,105,55.0,11.25,14.6,High Value/High Interaction Users
0,139,1,0,0.0,3,192.8,104,53.0,11.72,13.0,High Value/High Interaction Users
0,83,1,0,0.0,3,221.4,103,58.0,11.59,9.8,High Value/High Interaction Users
0,148,0,0,0.0,0,218.9,88,55.0,10.4,11.1,High Value/High Interaction Users
0,146,0,0,0.0,3,204.4,135,54.0,10.96,10.5,High Value/High Interaction Users
0,81,1,0,0.13,2,198.4,93,53.3,10.55,10.4,High Value/High Interaction Users
0,71,1,0,0.0,3,197.9,108,50.0,9.08,6.7,High Value/High Interaction Users
0,137,1,0,0.0,2,206.4,122,46.0,6.4,8.8,High Value/High Interaction Users
0,137,1,0,0.27,2,205.9,88,55.7,10.47,14.5,High Value/High Interaction Users
0,167,1,0,0.0,0,207.6,88,47.0,6.62,14.1,High Value/High Interaction Users
1,89,1,0,0.0,1,303.9,95,74.0,13.05,5.3,High Value/High Interaction Users
0,166,1,0,0.29,1,204.2,115,52.9,9.0,9.5,High Value/High Interaction Users
0,113,1,0,0.0,4,215.5,129,56.0,10.94,6.6,High Value/High Interaction Users
0,94,1,0,0.0,1,181.5,98,48.0,10.0,6.6,High Value/High Interaction Users
1,127,1,0,0.26,1,266.6,106,70.6,13.24,5.9,High Value/High Interaction Users
1,121,1,0,0.0,0,170.4,108,59.0,17.53,11.2,High Value/High Interaction Users
0,196,1,0,0.0,2,234.0,109,61.0,12.48,9.1,High Value/High Interaction Users
1,113,1,0,0.0,1,272.1,111,70.0,13.43,8.5,High Value/High Interaction Users
1,122,1,0,0.0,4,296.4,99,69.0,10.74,11.4,High Value/High Interaction Users
0,112,1,0,0.29,0,194.4,101,52.9,9.52,11.4,High Value/High Interaction Users
0,209,1,0,0.0,3,227.2,128,61.0,12.92,8.9,High Value/High Interaction Users
1,62,1,0,0.0,1,248.7,109,61.0,11.0,13.2,High Value/High Interaction Users
0,16,1,0,0.0,0,205.6,69,50.0,8.48,10.9,High Value/High Interaction Users
0,173,1,1,1.35,3,232.4,96,71.5,10.6,5.0,High Value/High Interaction Users
0,86,1,0,0.0,0,176.3,79,52.0,12.96,6.2,High Value/High Interaction Users
0,129,1,0,0.0,3,207.0,91,49.0,7.75,13.4,High Value/High Interaction Users
0,76,1,0,0.0,0,198.3,130,53.0,10.86,12.5,High Value/High Interaction Users
0,158,1,0,0.14,0,205.2,97,57.4,12.03,14.4,High Value/High Interaction Users
0,116,1,0,0.24,3,192.1,98,62.4,15.65,7.9,High Value/High Interaction Users
1,54,1,0,0.0,1,272.6,83,68.0,12.44,9.5,High Value/High Interaction Users
0,108,1,0,0.0,0,169.6,99,52.0,13.21,9.3,High Value/High Interaction Users
0,66,1,0,0.0,1,201.3,95,48.0,7.64,7.5,High Value/High Interaction Users
0,99,1,0,0.0,0,169.2,70,52.0,13.58,10.6,High Value/High Interaction Users
0,55,1,0,0.0,2,194.1,121,49.0,8.83,7.0,High Value/High Interaction Users
0,77,1,0,0.0,2,233.8,104,63.0,13.33,7.6,High Value/High Interaction Users
0,78,1,0,0.0,0,225.1,67,56.0,9.96,14.6,High Value/High Interaction Users
1,89,1,0,0.0,1,213.0,63,52.0,8.83,9.1,High Value/High Interaction Users
0,101,1,0,0.0,1,183.9,115,54.0,12.8,10.8,High Value/High Interaction Users
0,141,1,0,0.0,3,260.2,131,60.0,8.96,7.2,High Value/High Interaction Users
0,162,1,0,0.0,1,220.6,117,51.0,7.76,10.5,High Value/High Interaction Users
0,59,1,0,0.51,4,182.5,104,54.1,10.24,11.3,High Value/High Interaction Users
0,117,1,0,0.0,2,181.5,95,49.0,10.26,14.7,High Value/High Interaction Users
1,64,0,0,0.18,2,236.2,77,60.8,10.93,13.2,High Value/High Interaction Users
0,124,0,0,0.0,1,244.6,89,58.0,9.44,11.3,High Value/High Interaction Users
1,159,0,0,0.44,1,257.1,53,75.4,15.61,8.8,High Value/High Interaction Users
0,77,1,0,0.14,2,230.0,87,49.4,5.16,11.3,High Value/High Interaction Users
1,154,1,0,0.0,1,350.8,75,79.0,10.83,10.1,High Value/High Interaction Users
0,112,1,0,0.0,4,193.3,96,56.0,13.21,9.1,High Value/High Interaction Users
0,128,1,0,0.28,0,195.6,99,59.8,13.39,16.0,High Value/High Interaction Users
0,135,1,0,0.42,1,201.8,81,58.2,11.25,10.3,High Value/High Interaction Users
0,56,1,0,0.0,2,197.0,110,53.0,11.14,10.6,High Value/High Interaction Users
1,151,0,0,0.29,0,218.0,57,49.9,5.72,12.4,High Value/High Interaction Users
0,79,1,0,0.0,1,205.7,123,54.0,10.73,6.7,High Value/High Interaction Users
0,127,1,0,0.33,2,221.0,100,55.3,8.04,6.8,High Value/High Interaction Users
0,137,1,0,0.0,3,242.1,118,58.0,9.55,14.7,High Value/High Interaction Users
0,117,0,1,1.0,1,196.0,82,71.0,16.14,3.7,High Value/High Interaction Users
0,137,1,0,0.45,4,230.2,113,62.5,11.02,10.7,High Value/High Interaction Users
0,54,1,0,0.0,1,210.5,102,54.0,10.23,8.5,High Value/High Interaction Users
0,98,1,0,0.0,5,206.5,92,51.0,8.81,12.4,High Value/High Interaction Users
0,112,1,0,0.27,2,217.1,76,57.7,10.26,9.4,High Value/High Interaction Users
1,16,1,0,0.0,0,229.6,78,57.0,10.29,10.8,High Value/High Interaction Users
1,94,1,0,0.18,1,234.4,103,65.8,13.97,2.0,High Value/High Interaction Users
0,74,1,0,0.0,0,221.1,124,48.0,5.54,10.6,High Value/High Interaction Users
0,119,1,0,0.34,1,222.8,122,55.4,8.16,11.2,High Value/High Interaction Users
0,73,1,0,0.0,4,183.4,80,52.0,12.1,7.5,High Value/High Interaction Users
0,92,0,0,0.0,0,264.3,91,59.0,8.05,9.3,High Value/High Interaction Users
0,145,1,0,0.0,2,187.9,110,49.0,9.85,4.8,High Value/High Interaction Users
0,85,1,0,0.2,0,259.8,85,67.0,12.12,5.4,High Value/High Interaction Users
0,126,1,0,0.0,3,256.5,112,61.0,9.98,7.0,High Value/High Interaction Users
1,113,1,0,0.0,2,239.7,47,65.0,14.15,8.7,High Value/High Interaction Users
0,117,1,0,0.0,0,239.9,84,56.0,8.74,9.8,High Value/High Interaction Users
0,115,1,0,0.0,2,184.1,98,60.0,16.35,7.5,High Value/High Interaction Users
0,51,1,0,0.0,1,259.9,114,60.0,8.81,15.3,High Value/High Interaction Users
0,100,1,0,0.0,0,203.8,122,59.0,14.16,12.5,High Value/High Interaction Users
0,129,0,0,0.39,1,192.9,131,52.9,9.28,10.9,High Value/High Interaction Users
1,46,1,0,0.0,2,250.3,100,65.0,13.03,13.3,High Value/High Interaction Users
0,148,1,0,0.39,1,178.3,98,58.9,14.13,11.4,High Value/High Interaction Users
0,112,1,0,0.0,1,243.4,77,57.0,9.11,12.8,High Value/High Interaction Users
0,155,1,0,0.0,1,190.3,123,58.0,15.07,8.0,High Value/High Interaction Users
1,100,1,0,0.32,0,278.0,76,66.2,8.84,8.3,High Value/High Interaction Users
0,135,1,0,0.0,1,246.8,129,58.0,9.39,12.6,High Value/High Interaction Users
0,55,1,0,0.0,2,286.7,100,61.0,6.72,6.9,High Value/High Interaction Users
1,97,1,0,0.0,1,256.4,125,67.0,13.7,11.1,High Value/High Interaction Users
1,88,1,0,0.0,1,264.8,124,66.0,12.27,14.8,High Value/High Interaction Users
0,90,1,0,0.0,1,261.8,128,64.0,11.03,9.6,High Value/High Interaction Users
0,44,1,0,0.0,1,240.3,146,55.0,8.23,10.6,High Value/High Interaction Users
0,50,1,0,0.29,1,258.1,106,60.9,8.07,11.7,High Value/High Interaction Users
0,99,1,0,0.0,2,190.4,102,46.0,7.91,11.2,High Value/High Interaction Users
0,166,1,0,0.21,1,181.4,108,55.1,12.69,11.6,High Value/High Interaction Users
0,85,1,0,0.0,3,222.3,132,58.0,11.58,11.0,High Value/High Interaction Users
0,102,0,0,0.0,0,233.8,103,59.0,11.08,12.8,High Value/High Interaction Users
0,76,1,0,0.0,0,204.2,100,60.0,14.63,10.5,High Value/High Interaction Users
0,165,1,0,0.0,1,242.9,126,60.0,10.49,0.0,High Value/High Interaction Users
0,78,1,0,0.0,0,208.9,119,57.0,12.62,12.8,High Value/High Interaction Users
1,55,0,0,0.32,1,191.9,91,58.2,12.81,14.3,High Value/High Interaction Users
0,18,1,0,0.0,1,273.6,93,57.0,5.73,8.2,High Value/High Interaction Users
0,144,1,0,0.0,2,177.5,93,55.0,14.37,11.9,High Value/High Interaction Users
1,75,0,0,0.0,4,211.3,61,45.0,5.28,9.7,High Value/High Interaction Users
0,95,1,0,0.0,1,175.2,91,51.0,12.22,7.5,High Value/High Interaction Users
1,93,0,0,0.0,1,216.9,61,55.0,10.37,17.5,High Value/High Interaction Users
0,80,1,0,0.0,0,206.3,97,49.0,7.75,12.4,High Value/High Interaction Users
0,73,1,0,0.0,3,198.3,94,58.0,13.97,14.8,High Value/High Interaction Users
0,52,1,0,0.35,2,214.7,68,53.5,7.93,9.4,High Value/High Interaction Users
0,41,1,0,0.21,3,202.9,97,50.1,7.69,9.0,High Value/High Interaction Users
0,112,1,0,0.0,1,261.4,108,58.0,7.73,11.6,High Value/High Interaction Users
0,87,1,0,0.38,1,231.3,105,57.8,8.59,13.0,High Value/High Interaction Users
0,30,1,0,0.0,0,227.4,88,55.0,9.13,12.5,High Value/High Interaction Users
0,125,1,1,1.46,1,201.3,117,52.6,2.11,5.4,High Value/High Interaction Users
0,67,1,0,0.22,4,310.4,97,61.2,3.33,9.2,High Value/High Interaction Users
0,165,1,0,0.0,0,216.6,126,54.0,9.54,12.4,High Value/High Interaction Users
0,26,1,0,0.0,3,234.5,109,59.0,10.83,3.5,High Value/High Interaction Users
1,69,0,0,0.0,2,279.8,90,69.0,12.44,8.4,High Value/High Interaction Users
0,157,1,0,0.0,2,224.5,111,56.0,10.04,11.5,High Value/High Interaction Users
1,44,1,0,0.21,3,288.1,112,73.1,12.9,10.2,High Value/High Interaction Users
0,97,1,0,0.0,3,211.0,76,52.0,9.45,4.7,High Value/High Interaction Users
0,85,0,0,0.0,2,216.0,73,53.0,9.41,3.6,High Value/High Interaction Users
0,108,1,0,0.0,2,293.0,88,64.0,8.03,10.0,High Value/High Interaction Users
0,51,1,0,0.0,1,181.5,108,48.0,9.85,10.3,High Value/High Interaction Users
1,44,1,0,0.33,2,228.1,121,66.3,13.83,9.9,High Value/High Interaction Users
0,92,1,0,0.16,3,201.9,74,55.6,11.34,13.7,High Value/High Interaction Users
1,113,1,0,0.0,1,209.4,151,66.0,17.37,7.4,High Value/High Interaction Users
1,104,1,0,0.0,0,234.2,128,65.0,14.66,9.8,High Value/High Interaction Users
0,90,0,0,0.0,1,221.8,97,56.0,10.19,8.4,High Value/High Interaction Users
0,109,1,0,0.42,2,218.9,105,67.2,15.0,11.3,High Value/High Interaction Users
0,90,1,0,0.0,2,205.7,138,49.0,8.1,12.5,High Value/High Interaction Users
0,143,1,0,0.27,1,202.8,109,51.7,8.29,4.6,High Value/High Interaction Users
1,112,1,0,0.0,2,335.5,77,76.0,10.63,12.7,High Value/High Interaction Users
0,28,1,0,0.0,0,187.8,94,54.0,12.43,10.6,High Value/High Interaction Users
0,91,1,0,0.0,3,231.8,120,53.0,7.53,11.6,High Value/High Interaction Users
0,90,1,0,0.0,1,193.7,83,47.0,7.71,12.7,High Value/High Interaction Users
0,153,1,0,0.0,1,195.4,107,47.0,7.73,11.6,High Value/High Interaction Users
1,110,0,0,0.0,0,293.3,79,66.0,9.43,14.5,High Value/High Interaction Users
0,163,1,0,0.0,1,191.3,89,49.0,9.7,12.8,High Value/High Interaction Users
0,172,1,0,0.0,3,215.7,140,50.0,7.32,7.1,High Value/High Interaction Users
1,95,0,1,1.11,0,220.2,109,65.1,9.27,4.1,High Value/High Interaction Users
0,87,1,0,0.0,4,256.2,105,58.0,8.04,7.4,High Value/High Interaction Users
1,76,1,0,0.0,0,299.5,125,71.0,11.34,13.7,High Value/High Interaction Users
0,140,1,0,0.0,0,194.8,107,48.0,8.55,13.9,High Value/High Interaction Users
0,36,1,0,0.0,2,177.9,129,50.0,11.23,10.8,High Value/High Interaction Users
0,83,1,0,0.0,0,195.0,92,52.0,10.53,11.0,High Value/High Interaction Users
0,49,1,0,0.0,0,213.8,79,59.0,13.26,15.6,High Value/High Interaction Users
0,88,1,0,0.0,1,192.0,91,44.0,6.38,7.5,High Value/High Interaction Users
1,79,1,0,0.0,3,261.7,97,63.0,10.53,6.0,High Value/High Interaction Users
0,140,1,0,0.0,2,235.5,81,62.0,12.86,11.5,High Value/High Interaction Users
0,105,1,0,0.38,1,213.4,100,57.8,10.25,9.5,High Value/High Interaction Users
0,130,1,0,0.0,2,242.5,101,50.0,5.14,9.3,High Value/High Interaction Users
1,109,1,0,0.0,1,264.7,69,71.0,15.25,9.5,High Value/High Interaction Users
0,63,1,0,0.37,0,211.2,80,60.7,11.89,12.3,High Value/High Interaction Users
0,152,1,0,0.0,3,197.1,126,45.0,6.51,7.4,High Value/High Interaction Users
0,147,1,0,0.0,1,205.3,95,50.0,8.34,7.8,High Value/High Interaction Users
0,120,1,0,0.0,2,252.0,120,56.0,7.51,9.6,High Value/High Interaction Users
0,27,1,0,0.0,0,193.8,102,44.0,5.95,9.2,High Value/High Interaction Users
0,171,1,0,0.0,1,231.2,135,56.0,9.44,12.3,High Value/High Interaction Users
0,119,1,0,0.39,1,176.8,90,53.9,11.24,7.5,High Value/High Interaction Users
0,43,1,0,0.0,1,241.9,101,53.0,6.47,5.9,High Value/High Interaction Users
0,42,1,0,0.0,0,241.2,134,51.0,5.83,10.6,High Value/High Interaction Users
0,84,1,0,0.0,1,217.1,99,57.0,11.8,9.4,High Value/High Interaction Users
0,65,1,0,0.33,0,195.4,110,52.3,9.06,8.9,High Value/High Interaction Users
1,75,0,0,0.0,1,222.4,78,66.0,16.35,8.7,High Value/High Interaction Users
0,116,1,0,0.0,1,189.5,90,49.0,9.49,13.1,High Value/High Interaction Users
0,176,1,0,0.0,3,223.2,76,57.0,10.72,10.1,High Value/High Interaction Users
0,108,1,0,0.0,1,187.4,101,49.0,10.0,12.6,High Value/High Interaction Users
0,71,1,0,0.0,1,277.5,104,59.0,6.59,8.2,High Value/High Interaction Users
0,88,1,0,0.0,2,189.8,111,50.0,9.87,14.9,High Value/High Interaction Users
0,82,1,0,0.0,4,185.8,36,56.0,13.83,5.7,High Value/High Interaction Users
0,156,1,0,0.33,1,178.8,94,49.3,8.92,7.5,High Value/High Interaction Users
0,37,1,0,0.0,0,206.0,89,51.0,9.3,8.4,High Value/High Interaction Users
0,98,1,0,0.0,0,216.8,86,54.0,9.54,11.0,High Value/High Interaction Users
0,99,1,0,0.0,1,191.2,110,47.0,8.2,14.1,High Value/High Interaction Users
0,161,1,0,0.32,3,221.7,95,58.2,9.65,6.5,High Value/High Interaction Users
0,108,1,0,0.0,1,215.6,78,54.0,9.77,3.6,High Value/High Interaction Users
0,139,1,0,0.0,2,203.2,81,48.0,7.63,9.7,High Value/High Interaction Users
0,69,1,0,0.29,3,195.3,70,54.9,10.84,12.5,High Value/High Interaction Users
0,158,1,0,0.0,2,222.8,101,56.0,10.15,6.9,High Value/High Interaction Users
1,115,0,0,0.0,1,249.9,95,64.0,12.13,15.3,High Value/High Interaction Users
0,67,1,0,0.0,1,210.7,116,55.0,10.96,7.2,High Value/High Interaction Users
0,127,1,0,0.0,1,182.3,124,46.0,8.5,9.3,High Value/High Interaction Users
0,78,1,0,0.0,2,190.3,88,49.0,9.73,11.7,High Value/High Interaction Users
0,113,1,0,0.0,1,215.6,96,54.0,9.67,13.5,High Value/High Interaction Users
0,64,1,0,0.0,1,224.8,111,55.0,9.5,9.2,High Value/High Interaction Users
1,94,1,0,0.0,3,271.2,105,64.0,10.13,11.5,High Value/High Interaction Users
0,90,1,0,0.0,2,207.2,121,61.0,14.63,8.0,High Value/High Interaction Users
0,48,1,0,0.0,2,300.4,94,63.0,6.66,7.2,High Value/High Interaction Users
0,101,1,0,0.0,1,190.7,72,51.0,10.43,8.8,High Value/High Interaction Users
0,158,1,0,0.0,1,202.0,126,49.0,8.18,10.4,High Value/High Interaction Users
0,78,1,0,0.0,1,191.7,122,54.0,12.07,9.1,High Value/High Interaction Users
0,155,1,0,0.34,1,184.6,102,52.4,9.8,7.8,High Value/High Interaction Users
0,106,1,0,0.0,1,220.7,120,61.0,13.51,8.7,High Value/High Interaction Users
0,41,1,0,0.34,1,209.9,105,50.4,6.1,9.6,High Value/High Interaction Users
0,33,1,0,0.0,2,213.9,88,57.0,11.99,9.8,High Value/High Interaction Users
0,128,1,0,0.0,1,187.3,84,55.0,13.54,10.1,High Value/High Interaction Users
0,27,1,0,0.0,2,201.2,128,54.0,11.36,8.4,High Value/High Interaction Users
0,161,0,0,0.0,1,189.6,78,55.0,13.37,1.3,High Value/High Interaction Users
0,113,1,0,0.0,2,187.6,97,50.0,10.41,8.7,High Value/High Interaction Users
1,122,0,0,0.0,0,230.9,132,60.0,12.16,11.0,High Value/High Interaction Users
0,74,1,0,0.0,3,230.9,93,59.0,11.15,9.7,High Value/High Interaction Users
0,106,1,0,0.26,1,187.1,104,56.6,12.51,11.0,High Value/High Interaction Users
0,77,1,0,0.0,0,189.5,112,50.0,10.35,9.2,High Value/High Interaction Users
0,167,0,0,0.0,2,219.1,100,58.0,12.15,10.1,High Value/High Interaction Users
0,107,0,0,0.0,2,273.5,104,63.0,9.19,11.0,High Value/High Interaction Users
0,69,1,0,0.0,3,228.2,70,62.0,13.19,10.7,High Value/High Interaction Users
0,85,1,0,0.0,0,209.8,82,53.0,9.73,11.3,High Value/High Interaction Users
1,24,1,0,0.0,2,265.6,86,63.0,10.44,11.1,High Value/High Interaction Users
0,90,1,0,0.0,2,214.9,97,47.0,5.89,11.8,High Value/High Interaction Users
0,73,1,0,0.0,1,187.3,118,53.0,11.99,15.1,High Value/High Interaction Users
0,92,1,0,0.0,1,197.0,84,57.0,13.47,10.8,High Value/High Interaction Users
0,108,1,0,0.0,1,246.2,102,60.0,10.12,9.4,High Value/High Interaction Users
0,84,1,0,0.0,0,191.0,88,60.0,15.94,6.5,High Value/High Interaction Users
0,134,1,0,0.35,1,208.3,86,60.5,12.68,12.6,High Value/High Interaction Users
